FinalIDassigned,BCG,Habitat,Heterocystous,IndicatorClass_Cu,IndicatorClass_DOC,IndicatorClass_Ref,IndicatorClass_TN,IndicatorClass_TP,Motility,NitrogenUptakeMetabolism,OxygenRequirements,Salinity,Saprobity,TrophicState,ZHR,CRUS,Green,Salinity2,NitrogenUptakeMetabolism2,Phylum,Class,Order,Family,Genus,Notes
Scenedesmus costatus,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Scenedesmus denticulatus,NA,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Scenedesmus dimorphus,4,NA,No,high,high,NRF,NI,high,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Scenedesmus disciformis,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Scenedesmus dispar,4,NA,No,NI,high,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Scenedesmus ellipticus,5,NA,No,high,high,NRF,NI,high,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Scenedesmus flavescens,4,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Scenedesmus granulatus,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Scenedesmus hystrix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Scenedesmus intermedius,5,NA,No,high,high,NI,NI,high,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Scenedesmus intermedius var acutispinus,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Scenedesmus intermedius var balatonicus,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Scenedesmus kissii,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Scenedesmus komarekii,NA,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Scenedesmus longus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Scenedesmus magnus,NA,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Scenedesmus microspina,4,NA,No,NI,high,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Scenedesmus obliquus,4,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Scenedesmus obtusus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Scenedesmus opoliensis,5,NA,No,NI,high,NI,NI,high,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Scenedesmus opoliensis var carinatus,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Scenedesmus opoliensis var mononensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Scenedesmus pannonicus,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Scenedesmus protuberans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Scenedesmus raciborskii,5,NA,No,high,high,NI,high,NI,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Scenedesmus semipulcher,4,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Scenedesmus serratus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Scenedesmus smithii,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Scenedesmus subspicatus,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,
Schizochlamys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Chlamydomonadales,Tetrasporaceae,Schizochlamys,
Schizochlamys gelatinosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Chaetopeltidales,Chaetopeltidaceae,Schizochlamys,
Schizothrix,NA,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Cyanobacteria,Cyanophyceae,Oscillatoriales,Schizotrichaceae,Schizothrix,
Schizothrix arenaria,NA,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Cyanobacteria,Cyanophyceae,Oscillatoriales,Schizotrichaceae,Schizothrix,
Schizothrix facilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Cyanobacteria,Cyanophyceae,Oscillatoriales,Schizotrichaceae,Schizothrix,
Schizothrix fragilis,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Cyanobacteria,Cyanophyceae,Oscillatoriales,Schizotrichaceae,Schizothrix,
Schizothrix lacustris,NA,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Cyanobacteria,Cyanophyceae,Oscillatoriales,Schizotrichaceae,Schizothrix,
Scytonema,NA,NA,Yes,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,yes,no,no,NA,NA,Cyanobacteria,Cyanophyceae,Nostocales,Scytonemataceae,Scytonema,
Scytonema bohneri,NA,NA,Yes,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,yes,no,no,NA,NA,Cyanobacteria,Cyanophyceae,Nostocales,Scytonemataceae,Scytonema,
Scytonema crispum,NA,NA,Yes,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,yes,no,no,NA,NA,Cyanobacteria,Cyanophyceae,Nostocales,Scytonemataceae,Scytonema,
Scytonema mirabile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Cyanobacteria,Cyanophyceae,Nostocales,Scytonemataceae,Scytonema,
Selenastrum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Selenastrum,
Selenastrum gracile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Selenastrum,
Sellaphora,NA,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora alastos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora americana,NA,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora atomoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora bacilloides,NA,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora bacillum,2,BN,NA,NA,NA,NA,low,low,MM,NALON,DO_75,FB,BM,ME,NA,NA,NA,FB,NALON,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora crassulexigua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora disjuncta,NA,BN,NA,NA,NA,NA,NA,NA,MM,NALON,DO_100,FB,OS,ME,NA,NA,NA,FB,NALON,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora hustedtii,NA,BN,NA,NA,NA,NA,NA,high,MM,NA,DO_100,F,NA,NA,NA,NA,NA,F,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora joubaudii,NA,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,FB,BM,NA,NA,NA,NA,FB,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora laevissima,3,BN,NA,NA,NA,NA,low,low,MM,NALON,DO_100,F,OS,M,NA,NA,NA,F,NALON,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora minima,NA,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora mutata,NA,BN,NA,NA,NA,NA,high,high,MM,NA,NA,FB,BM,OM,NA,NA,NA,FB,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora nigri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora nyassensis,NA,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora pseudopupula,NA,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora pupula,5,BN,NA,NA,NA,NA,high,high,MM,NAHON,DO_50,FB,AM,ME,NA,NA,NA,FB,NAHON,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora rectangularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora saugerresii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora seminulum,3,BN,NA,NA,NA,NA,high,high,MM,NHHONF,DO_30,FB,AMPS,E,NA,NA,NA,FB,Heterotroph,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora stroemii,NA,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Sellaphora utermoehlii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,
Seminavis,NA,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Seminavis,
Seminavis pusilla,5,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Seminavis,
Seminavis strigosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Seminavis,
Sheathia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,NA,NA,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,Sheathia,
Sheathia arcuata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,NA,NA,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,Sheathia,
Sheathia involuta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,NA,NA,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,Sheathia,
Simonsenia,NA,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Simonsenia,
Simonsenia delognei,3,BN,NA,NA,NA,NA,NA,high,HM,NA,DO_100,BF,AM,E,NA,NA,NA,Halo,NA,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Simonsenia,
Siphononema,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Cyanobacteria,Cyanophyceae,Chroococcales,Entophysalidaceae,Siphononema,
Siphononema polonicum,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Cyanobacteria,Cyanophyceae,Chroococcales,Entophysalidaceae,Siphononema,
Sirodotia,NA,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,yes,no,no,NA,NA,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,Sirodotia,
Sirodotia huillensis,2,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,yes,no,no,NA,NA,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,Sirodotia,
Skeletonema potamos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacillariophyta,Mediophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,
Snowella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Cyanobacteria,Cyanophyceae,Synechococcales,Coelosphaeriaceae,Snowella,
Snowella septentrionalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Cyanobacteria,Cyanophyceae,Synechococcales,Merismopediaceae,Snowella,
Sorastrum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Sorastrum,
Sorastrum spinulosum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Sorastrum,
Sphaerobotrys,NA,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellaceae,Sphaerobotrys,
Sphaerobotrys fluviatilis,4,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellaceae,Sphaerobotrys,
Sphaerocystis,NA,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellaceae,Sphaerocystis,
Sphaerocystis planctonica,3,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellaceae,Sphaerocystis,
Sphaerocystis schroeteri,3,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellaceae,Sphaerocystis,
Sphaeroplea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleaceae,Sphaeroplea,
Sphaeroplea annulina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleaceae,Sphaeroplea,
Spirogyra,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,
Spirogyra australica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,
Spirogyra bellis,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,
Spirogyra borgeana,3,NA,No,NI,NI,NI,NI,low,NA,NA,NA,NA,NA,NA,yes,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,
Spirogyra catenaeformis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,
Spirogyra colligata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,
Spirogyra daedaleoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,
Spirogyra ellipsospora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,
Spirogyra fluviatilis,NA,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,yes,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,
Spirogyra grevilleana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,
Spirogyra juliana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,
Spirogyra kuusamoensis,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,
Spirogyra longata,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,
Spirogyra lutetiana,NA,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,yes,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,
Spirogyra majuscula,NA,NA,No,NI,NI,NI,NI,low,NA,NA,NA,NA,NA,NA,yes,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,
Spirogyra maxima,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,
Spirogyra notabilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,
Spirogyra parvula,NA,NA,No,NI,NA,NI,NI,NI,NA,NA,NA,NA,NA,NA,yes,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,
Spirogyra protecta,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,
Spirogyra scrobiculata,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,
Spirogyra setiformis,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,
Spirogyra spreeiana,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,
Spirogyra teodoresci,NA,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,yes,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,
Spirogyra varians,2,NA,No,NI,NI,NI,NI,low,NA,NA,NA,NA,NA,NA,yes,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,
Spirogyra weberi,2,NA,No,NI,NI,NI,NI,low,NA,NA,NA,NA,NA,NA,yes,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra,
Spirotaenia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Mesotaeniaceae,Spirotaenia,
Spirotaenia condensata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Mesotaeniaceae,Spirotaenia,
Spirulina,NA,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Spirulina,
Spirulina adriatica,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Spirulina,
Spirulina corakiana,3,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Spirulina,
Spirulina major,NA,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Spirulina,
Spirulina subtilissima,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Spirulina,
Spirulina tenerrima,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Spirulina,
Spondylosium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Charophyta,Zygnematophyceae,Desmidiales,Desmidiaceae,Spondylosium,
Sporotetras,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Chlorophyta,Chlorophyceae,Chlorococcales,Radiococcaceae,Sporotetras,
Staurastrum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,
Staurastrum alternans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,
Staurastrum anaticum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,
Staurastrum avicula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,yes,NA,NA,Charophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Staurastrum,
